"STYLE#    ","COLOR                                             ","GROUP ALIKE","OOO       ","OO        ","0         ","2         ","4         ","6         ","8         ","10        ","12        ","14        ","16        ","18        ","20        ","22        ","24        ","26        ","28        ","30        ","32        ","LIST PRICE","ORIG LIST PRICE","SEASON","CURR SEASON"
"84009     ","BARBIE PINK                                       ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","F23   ","F23        "
"84009     ","LIGHT WATERMELON                                  ","ST         ","0         ","1         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","F23   ","F23        "
"84009     ","LIGHT ORCHID                                      ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","50.49     ","99.00          ","F23   ","F23        "
"84011     ","PINK CORAL                                        ","ST         ","0         ","0         ","2         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","159.00         ","F23   ","F23        "
"84011     ","BLUE CORAL                                        ","ST         ","1         ","1         ","1         ","1         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","159.00         ","F23   ","F23        "
"84012     ","BLACK                                             ","ST         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","64.64     ","169.00         ","F23   ","F23        "
"84012     ","ICE BLUE                                          ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","64.64     ","169.00         ","F23   ","F23        "
"84012     ","ROSEWATER                                         ","ST         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","64.64     ","169.00         ","F23   ","F23        "
"84013     ","BLACK                                             ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","75.99     ","149.00         ","S23   ","S23        "
"84013     ","NIAGARA BLUE-DIAMOND WHITE                        ","ST         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","75.99     ","149.00         ","S23   ","S23        "
"84014     ","BRIGHT ORANGE                                     ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.98     ","149.00         ","F23   ","F23        "
"84016     ","BLACK                                             ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","81.09     ","159.00         ","F23   ","F23        "
"84016     ","FOREST GREEN                                      ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","81.09     ","159.00         ","F23   ","F23        "
"84016     ","CARIBBEAN                                         ","ST         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","81.09     ","159.00         ","F23   ","F23        "
"84016     ","LIGHT WATERMELON                                  ","ST         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","81.09     ","159.00         ","F23   ","F23        "
"88000     ","ICE BLUE-SILVER                                   ","ST         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","93.84     ","184.00         ","F23   ","F23        "
"88000     ","PINK CORAL                                        ","ST         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","93.84     ","184.00         ","F23   ","F23        "
"88000     ","ICE BLUE                                          ","ST         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","93.84     ","184.00         ","F23   ","F23        "
"88005     ","SAND-LIGHT WATERMELON                             ","ST         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.34    ","234.00         ","S23   ","S23        "
"88005     ","BRIGHT ORANGE                                     ","ST         ","0         ","1         ","2         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.34    ","234.00         ","S23   ","S23        "
"88005     ","LAVENDER VIOLET                                   ","ST         ","0         ","0         ","0         ","2         ","0         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","119.34    ","234.00         ","S23   ","S23        "
"88006     ","BLACK-SAND                                        ","ST         ","0         ","0         ","1         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","116.79    ","229.00         ","F23   ","F23        "
"88006     ","MIDNIGHT-SAND                                     ","ST         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","116.79    ","229.00         ","F23   ","F23        "
"88006     ","BRIGHT ORANGE                                     ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","116.79    ","229.00         ","F23   ","F23        "
"88006     ","IVORY-BLUSH                                       ","ST         ","0         ","0         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","116.79    ","229.00         ","F23   ","F23        "
"88006     ","BARBIE PINK                                       ","ST         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","116.79    ","229.00         ","F23   ","F23        "
"88007     ","BLACK-SAND                                        ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","73.44     ","144.00         ","F23   ","F23        "
"88007     ","PERIWINKLE-DIAMOND WHITE                          ","ST         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","73.44     ","144.00         ","F23   ","F23        "
"88007     ","MIDNIGHT-SAND                                     ","ST         ","0         ","0         ","0         ","0         ","0         ","3         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","73.44     ","144.00         ","F23   ","F23        "
"140063    ","DIAMOND WHITE                                     ","BG         ","0         ","0         ","2         ","0         ","0         ","0         ","2         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","63.60     ","159.00         ","S21   ","S21        "
"140068    ","SILVER-ROSEWATER                                  ","AL         ","0         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","59.98     ","89.00          ","S21   ","F21        "
"140094    ","EMERALD                                           ","           ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","119.00         ","S21   ","F21        "
"140094    ","MIDNIGHT                                          ","           ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","119.00         ","S21   ","F21        "
"140094    ","FRENCH PINK                                       ","           ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","119.00         ","S21   ","F21        "
"140137    ","IVORY                                             ","AL         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","159.20    ","199.00         ","F21   ","F21        "
"140137    ","GREY                                              ","AL         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","1         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","159.20    ","199.00         ","F21   ","F21        "
"140143    ","IVORY-LT CHAMPAGNE                                ","           ","0         ","0         ","0         ","0         ","0         ","2         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","69.00     ","209.00         ","F21   ","F21        "
"140205    ","DIAMOND WHITE                                     ","FF         ","0         ","0         ","0         ","3         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.60     ","224.00         ","F22   ","F22        "
"140212    ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","45.60     ","114.00         ","F22   ","F22        "
"140213    ","DIAMOND WHITE                                     ","AL         ","1         ","0         ","0         ","0         ","3         ","1         ","2         ","1         ","2         ","2         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","68.40     ","114.00         ","F22   ","F22        "
"140216    ","DIAMOND WHITE                                     ","AL         ","0         ","0         ","0         ","0         ","3         ","0         ","0         ","1         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","68.70     ","229.00         ","F22   ","F22        "
"140218    ","DIAMOND WHITE                                     ","FF         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","89.60     ","224.00         ","F22   ","F22        "
"140220    ","ICELANDIC BLUE                                    ","FF         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","93.60     ","234.00         ","F22   ","F22        "
"140222    ","DIAMOND WHITE-LATTE                               ","MD         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","152.40    ","254.00         ","F22   ","F22        "
"140229    ","IVORY                                             ","MD         ","0         ","0         ","0         ","1         ","1         ","0         ","3         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","59.98     ","119.00         ","F22   ","F22        "
"140245    ","BLACK-ROYAL                                       ","FF         ","0         ","2         ","2         ","3         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.99     ","212.00         ","S23   ","S23        "
"140258    ","BLUE                                              ","FF         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","44.99     ","184.00         ","S23   ","S23        "
"140261    ","BABY BLUE                                         ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","44.00     ","224.00         ","F23   ","F23        "
"140267    ","LILAC                                             ","FF         ","0         ","0         ","0         ","0         ","0         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","44.99     ","194.00         ","S23   ","S23        "
"140278    ","NEON PINK                                         ","FF         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","4         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","93.80     ","189.00         ","S23   ","S23        "
"140280    ","WHITE                                             ","ST         ","3         ","0         ","4         ","0         ","0         ","0         ","2         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","49.98     ","189.00         ","F22   ","F22        "
"140284    ","CHAMPAGNE                                         ","FF         ","2         ","1         ","1         ","0         ","2         ","2         ","2         ","2         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","51.60     ","184.00         ","F22   ","F22        "
"140290    ","GOLD-MINT                                         ","ME         ","0         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","97.30     ","219.00         ","S23   ","S23        "
"140290    ","NAVY-ROSE GOLD                                    ","ME         ","0         ","0         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","97.30     ","219.00         ","S23   ","S23        "
"140292    ","IVORY-LT LATTE                                    ","AL         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","269.40    ","449.00         ","F23   ","F23        "
"140296    ","IVORY-CHAMPAGNE                                   ","MD         ","0         ","0         ","0         ","0         ","1         ","1         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","251.40    ","419.00         ","F23   ","F23        "
"140297    ","IVORY-CHAMPAGNE                                   ","MD         ","0         ","0         ","0         ","0         ","0         ","2         ","0         ","0         ","0         ","2         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","335.40    ","559.00         ","F23   ","F23        "
"140303    ","IVORY                                             ","MD         ","0         ","0         ","0         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","152.55    ","339.00         ","F23   ","F23        "
"140305    ","IVORY                                             ","MD         ","0         ","0         ","0         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","197.40    ","329.00         ","F23   ","F23        "
"140312    ","IVORY-CHAMPAGNE                                   ","FF         ","0         ","0         ","0         ","1         ","0         ","1         ","1         ","0         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","179.40    ","299.00         ","F23   ","F23        "
"140313    ","IVORY-LT LATTE                                    ","FF         ","0         ","0         ","1         ","0         ","1         ","0         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","211.14    ","414.00         ","F23   ","F23        "
"140314    ","IVORY ROSE TAUPE                                  ","ME         ","0         ","0         ","0         ","1         ","1         ","0         ","1         ","2         ","1         ","0         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","141.30    ","314.00         ","F23   ","F23        "
"140317    ","IVORY-LT LATTE                                    ","FF         ","0         ","0         ","0         ","0         ","1         ","1         ","0         ","2         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","239.40    ","399.00         ","F23   ","F23        "
"140319    ","DIAMOND WHITE                                     ","ST         ","0         ","0         ","0         ","1         ","0         ","0         ","1         ","0         ","1         ","1         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","0         ","107.40    ","179.00         ","F23   ","F23        "
